,origin,destination,Origin_city,Destination_city,Fly_date,year,month,name_x,origin_latitude,origin_longitude,name_y,destination_latitude,destination_longitude
2161728,FLL,SYR,"Fort Lauderdale, FL","Syracuse, NY",2004-02-01,2004,2,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039
1428305,ATL,IAH,"Atlanta, GA","Houston, TX",2007-05-01,2007,5,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
33730,PIT,ORD,"Pittsburgh, PA","Chicago, IL",2004-05-01,2004,5,Pittsburgh International Airport,40.49150085,-80.23290253,Chicago O'Hare International Airport,41.9786,-87.9048
3102270,CVG,ALB,"Cincinnati, OH","Albany, NY",1996-01-01,1996,1,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,Albany International Airport,42.74829864501953,-73.80169677734375
1376463,TUL,ATL,"Tulsa, OK","Atlanta, GA",2009-10-01,2009,10,Tulsa International Airport,36.19839859008789,-95.88809967041016,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
223525,STL,PIT,"St. Louis, MO","Pittsburgh, PA",1991-03-01,1991,3,St Louis Lambert International Airport,38.748697,-90.370003,Pittsburgh International Airport,40.49150085,-80.23290253
2333518,ATL,MIA,"Atlanta, GA","Miami, FL",2007-07-01,2007,7,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Miami International Airport,25.79319953918457,-80.29060363769531
2405988,PIT,DCA,"Pittsburgh, PA","Washington, DC",2001-05-01,2001,5,Pittsburgh International Airport,40.49150085,-80.23290253,Ronald Reagan Washington National Airport,38.8521,-77.037697
2176509,PIT,IND,"Pittsburgh, PA","Indianapolis, IN",1990-11-01,1990,11,Pittsburgh International Airport,40.49150085,-80.23290253,Indianapolis International Airport,39.7173,-86.294403
2788844,RDU,LGA,"Raleigh, NC","New York, NY",2001-08-01,2001,8,Raleigh Durham International Airport,35.877602,-78.787498,La Guardia Airport,40.777199,-73.872597
3051360,RIC,RDU,"Richmond, VA","Raleigh, NC",2000-08-01,2000,8,Richmond International Airport,37.50519943237305,-77.3197021484375,Raleigh Durham International Airport,35.877602,-78.787498
3022022,CMH,MCO,"Columbus, OH","Orlando, FL",1999-01-01,1999,1,John Glenn Columbus International Airport,39.998001,-82.891899,Orlando International Airport,28.429399490356445,-81.30899810791016
103145,DAY,ORD,"Dayton, OH","Chicago, IL",2003-02-01,2003,2,James M Cox Dayton International Airport,39.902401,-84.219398,Chicago O'Hare International Airport,41.9786,-87.9048
1000404,PHX,SLC,"Phoenix, AZ","Salt Lake City, UT",2003-09-01,2003,9,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Salt Lake City International Airport,40.785749,-111.979746
1324848,STL,ATL,"St. Louis, MO","Atlanta, GA",1995-08-01,1995,8,St Louis Lambert International Airport,38.748697,-90.370003,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
3020667,PBI,MCO,"West Palm Beach, FL","Orlando, FL",1991-09-01,1991,9,Palm Beach International Airport,26.68320083618164,-80.09559631347656,Orlando International Airport,28.429399490356445,-81.30899810791016
1403939,MEI,ATL,"Meridian, MS","Atlanta, GA",2002-11-01,2002,11,Key Field / Meridian Regional Airport,32.3326,-88.7519,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
1467848,SLC,IAH,"Salt Lake City, UT","Houston, TX",2000-06-01,2000,6,Salt Lake City International Airport,40.785749,-111.979746,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
3234244,LGA,GSO,"New York, NY","Greensboro, NC",1993-02-01,1993,2,La Guardia Airport,40.777199,-73.872597,Piedmont Triad International Airport,36.097801,-79.937302
1146442,PDX,GEG,"Portland, OR","Spokane, WA",2001-05-01,2001,5,Portland International Airport,45.58869934,-122.5979996,Spokane International Airport,47.6199,-117.533997
172798,SEA,OAK,"Seattle, WA","Oakland, CA",1996-04-01,1996,4,Seattle–Tacoma International Airport,47.449162,-122.311134,Metropolitan Oakland International Airport,37.721298,-122.221001
1928056,CLE,TPA,"Cleveland, OH","Tampa, FL",1993-06-01,1993,6,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,Tampa International Airport,27.975500106811523,-82.533203125
1322480,MGM,ATL,"Montgomery, AL","Atlanta, GA",2004-07-01,2004,7,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
2171575,BOS,IND,"Boston, MA","Indianapolis, IN",2009-05-01,2009,5,Logan International Airport,42.3643,-71.005203,Indianapolis International Airport,39.7173,-86.294403
648725,SMF,SNA,"Sacramento, CA","Santa Ana, CA",1991-05-01,1991,5,Sacramento International Airport,38.69540023803711,-121.59100341796876,John Wayne Orange County International Airport,33.675701,-117.867996
2567762,DTW,BOS,"Detroit, MI","Boston, MA",2003-05-01,2003,5,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Logan International Airport,42.3643,-71.005203
684510,MOB,CLT,"Mobile, AL","Charlotte, NC",1995-02-01,1995,2,Mobile Regional Airport,30.6912,-88.242798,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
2029926,ORD,PHL,"Chicago, IL","Philadelphia, PA",1993-07-01,1993,7,Chicago O'Hare International Airport,41.9786,-87.9048,Philadelphia International Airport,39.87189865112305,-75.24109649658203
1860748,PHX,CLE,"Phoenix, AZ","Cleveland, OH",2005-05-01,2005,5,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
2552510,ORD,PIA,"Chicago, IL","Peoria, IL",1993-04-01,1993,4,Chicago O'Hare International Airport,41.9786,-87.9048,General Wayne A. Downing Peoria International Airport,40.6642,-89.693298
2645818,STL,LNK,"St. Louis, MO","Lincoln, NE",1997-02-01,1997,2,St Louis Lambert International Airport,38.748697,-90.370003,Lincoln Airport,40.85100173950195,-96.75920104980467
2084814,HVR,BIL,"Havre, MT","Billings, MT",2006-08-01,2006,8,Havre City County Airport,48.542999,-109.762001,Billings Logan International Airport,45.807701,-108.542999
3381013,MIA,XNA,"Miami, FL","Fayetteville, AR",2008-05-01,2008,5,Miami International Airport,25.79319953918457,-80.29060363769531,Northwest Arkansas National Airport,36.281898,-94.306801
726350,BHM,CLT,"Birmingham, AL","Charlotte, NC",2004-06-01,2004,6,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
1300976,PHX,ATL,"Phoenix, AZ","Atlanta, GA",2002-01-01,2002,1,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
617544,MFR,PDX,"Medford, OR","Portland, OR",1999-11-01,1999,11,Rogue Valley International Medford Airport,42.37419891357422,-122.8730010986328,Portland International Airport,45.58869934,-122.5979996
3248698,IAH,DAL,"Houston, TX","Dallas, TX",2001-06-01,2001,6,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Dallas Love Field,32.847099,-96.851799
2826571,LCK,RFD,"Columbus, OH","Rockford, IL",2007-12-01,2007,12,Rickenbacker International Airport,39.813801,-82.927803,Chicago Rockford International Airport,42.1954,-89.097198
706943,MDT,CLT,"Harrisburg, PA","Charlotte, NC",2008-01-01,2008,1,Harrisburg International Airport,40.193501,-76.763397,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
2905208,STL,SGF,"St. Louis, MO","Springfield, MO",2002-02-01,2002,2,St Louis Lambert International Airport,38.748697,-90.370003,Springfield Branson National Airport,37.245701,-93.388603
657017,BOS,CLT,"Boston, MA","Charlotte, NC",1993-05-01,1993,5,Logan International Airport,42.3643,-71.005203,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
902055,PHX,DFW,"Phoenix, AZ","Dallas, TX",2000-11-01,2000,11,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Dallas Fort Worth International Airport,32.896801,-97.038002
3329028,ICT,AFW,"Wichita, KS","Dallas, TX",2009-12-01,2009,12,Wichita Eisenhower National Airport,37.649899,-97.433098,Perot Field/Fort Worth Alliance Airport,32.99044,-97.31947
2708762,ATL,SEA,"Atlanta, GA","Seattle, WA",2004-09-01,2004,9,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Seattle–Tacoma International Airport,47.449162,-122.311134
238928,MCI,PIT,"Kansas City, MO","Pittsburgh, PA",1994-01-01,1994,1,Kansas City International Airport,39.2976,-94.713898,Pittsburgh International Airport,40.49150085,-80.23290253
523724,MEM,LAX,"Memphis, TN","Los Angeles, CA",2007-08-01,2007,8,Memphis International Airport,35.04240036010742,-89.97669982910156,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
2525388,ORD,TUS,"Chicago, IL","Tucson, AZ",2002-01-01,2002,1,Chicago O'Hare International Airport,41.9786,-87.9048,Tucson International Airport / Morris Air National Guard Base,32.115004,-110.938053
614818,GEG,PDX,"Spokane, WA","Portland, OR",2008-10-01,2008,10,Spokane International Airport,47.6199,-117.533997,Portland International Airport,45.58869934,-122.5979996
987996,FSM,DFW,"Fort Smith, AR","Dallas, TX",2004-04-01,2004,4,Fort Smith Regional Airport,35.336601,-94.367401,Dallas Fort Worth International Airport,32.896801,-97.038002
1531150,SFO,PHX,"San Francisco, CA","Phoenix, AZ",2000-02-01,2000,2,San Francisco International Airport,37.61899948120117,-122.375,Phoenix Sky Harbor International Airport,33.435302,-112.005905
3013322,DCA,MCO,"Washington, DC","Orlando, FL",2003-06-01,2003,6,Ronald Reagan Washington National Airport,38.8521,-77.037697,Orlando International Airport,28.429399490356445,-81.30899810791016
1975498,DFW,HOU,"Dallas, TX","Houston, TX",1990-11-01,1990,11,Dallas Fort Worth International Airport,32.896801,-97.038002,William P Hobby Airport,29.645399,-95.2789
3301228,CLT,JAX,"Charlotte, NC","Jacksonville, FL",2009-10-01,2009,10,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Jacksonville International Airport,30.49410057067871,-81.68789672851562
1536917,PHL,PHX,"Philadelphia, PA","Phoenix, AZ",2001-02-01,2001,2,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Phoenix Sky Harbor International Airport,33.435302,-112.005905
3048580,LGA,RDU,"New York, NY","Raleigh, NC",2008-01-01,2008,1,La Guardia Airport,40.777199,-73.872597,Raleigh Durham International Airport,35.877602,-78.787498
445252,OAK,MEM,"Oakland, CA","Memphis, TN",2006-03-01,2006,3,Metropolitan Oakland International Airport,37.721298,-122.221001,Memphis International Airport,35.04240036010742,-89.97669982910156
3546184,YIP,DRT,"Detroit, MI","Del Rio, TX",2007-02-01,2007,2,Willow Run Airport,42.23789978,-83.53040314,Del Rio International Airport,29.3742008209,-100.927001953
3412492,IAD,BTV,"Washington, DC","Burlington, VT",2005-10-01,2005,10,Washington Dulles International Airport,38.9445,-77.455803,Burlington International Airport,44.471901,-73.153297
2941208,MCI,BWI,"Kansas City, MO","Baltimore, MD",2007-08-01,2007,8,Kansas City International Airport,39.2976,-94.713898,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297
1445358,SHV,IAH,"Shreveport, LA","Houston, TX",2007-03-01,2007,3,Shreveport Regional Airport,32.446602,-93.8256,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
1216691,FCA,MSP,"Kalispell, MT","Minneapolis, MN",1995-07-01,1995,7,Glacier Park International Airport,48.31050109863281,-114.25599670410156,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
1587708,BOS,CVG,"Boston, MA","Cincinnati, OH",1998-12-01,1998,12,Logan International Airport,42.3643,-71.005203,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
433741,HSV,MEM,"Huntsville, AL","Memphis, TN",1990-04-01,1990,4,Huntsville International Carl T Jones Field,34.637199,-86.775101,Memphis International Airport,35.04240036010742,-89.97669982910156
2686506,ORD,MBS,"Chicago, IL","Saginaw, MI",1995-07-01,1995,7,Chicago O'Hare International Airport,41.9786,-87.9048,MBS International Airport,43.532902,-84.079597
2350213,JFK,MIA,"New York, NY","Miami, FL",2001-11-01,2001,11,John F Kennedy International Airport,40.639447,-73.779317,Miami International Airport,25.79319953918457,-80.29060363769531
2151554,CLT,SYR,"Charlotte, NC","Syracuse, NY",2004-01-01,2004,1,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039
3340129,ORD,TOL,"Chicago, IL","Toledo, OH",2006-01-01,2006,1,Chicago O'Hare International Airport,41.9786,-87.9048,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078
144908,GRB,ORD,"Green Bay, WI","Chicago, IL",2007-04-01,2007,4,Austin Straubel International Airport,44.483459,-88.130805,Chicago O'Hare International Airport,41.9786,-87.9048
3078050,MOB,JAN,"Mobile, AL","Jackson, MS",1993-07-01,1993,7,Mobile Regional Airport,30.6912,-88.242798,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897
2663229,CVG,BDL,"Cincinnati, OH","Hartford, CT",2004-07-01,2004,7,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,Bradley International Airport,41.93851,-72.688066
2503913,DFW,SAN,"Dallas, TX","San Diego, CA",1992-11-01,1992,11,Dallas Fort Worth International Airport,32.896801,-97.038002,San Diego International Airport,32.7336006165,-117.190002441
2750084,CLM,SEA,"Port Angeles, WA","Seattle, WA",2007-06-01,2007,6,William R Fairchild International Airport,48.12020111083984,-123.5,Seattle–Tacoma International Airport,47.449162,-122.311134
134263,OKC,ORD,"Oklahoma City, OK","Chicago, IL",1999-05-01,1999,5,Will Rogers World Airport,35.393101,-97.6007,Chicago O'Hare International Airport,41.9786,-87.9048
1444362,MOB,IAH,"Mobile, AL","Houston, TX",2006-08-01,2006,8,Mobile Regional Airport,30.6912,-88.242798,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
1648281,BOS,JFK,"Boston, MA","New York, NY",1997-03-01,1997,3,Logan International Airport,42.3643,-71.005203,John F Kennedy International Airport,40.639447,-73.779317
1824439,DAL,OKC,"Dallas, TX","Oklahoma City, OK",2009-09-01,2009,9,Dallas Love Field,32.847099,-96.851799,Will Rogers World Airport,35.393101,-97.6007
4104,CLE,ORD,"Cleveland, OH","Chicago, IL",2001-08-01,2001,8,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,Chicago O'Hare International Airport,41.9786,-87.9048
392645,SBN,STL,"South Bend, IN","St. Louis, MO",1998-06-01,1998,6,South Bend Regional Airport,41.708698,-86.317299,St Louis Lambert International Airport,38.748697,-90.370003
2489675,LAS,LBB,"Las Vegas, NV","Lubbock, TX",2005-09-01,2005,9,Harry Reid International Airport,36.083361,-115.151817,Lubbock Preston Smith International Airport,33.663601,-101.822998
2147279,DCA,SHV,"Washington, DC","Shreveport, LA",1992-05-01,1992,5,Ronald Reagan Washington National Airport,38.8521,-77.037697,Shreveport Regional Airport,32.446602,-93.8256
1307645,MIA,ATL,"Miami, FL","Atlanta, GA",2001-12-01,2001,12,Miami International Airport,25.79319953918457,-80.29060363769531,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
1794841,LAS,BNA,"Las Vegas, NV","Nashville, TN",2008-09-01,2008,9,Harry Reid International Airport,36.083361,-115.151817,Nashville International Airport,36.1245002746582,-86.6781997680664
3061183,DTW,SPI,"Detroit, MI","Springfield, IL",1996-07-01,1996,7,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Abraham Lincoln Capital Airport,39.844101,-89.677902
3131129,DTW,SBN,"Detroit, MI","South Bend, IN",2000-04-01,2000,4,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,South Bend Regional Airport,41.708698,-86.317299
1898388,BUF,CLE,"Buffalo, NY","Cleveland, OH",2001-02-01,2001,2,Buffalo Niagara International Airport,42.94049835,-78.73220062,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
3243949,STL,DAL,"St. Louis, MO","Dallas, TX",2006-05-01,2006,5,St Louis Lambert International Airport,38.748697,-90.370003,Dallas Love Field,32.847099,-96.851799
238085,FLL,PIT,"Fort Lauderdale, FL","Pittsburgh, PA",1996-09-01,1996,9,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,Pittsburgh International Airport,40.49150085,-80.23290253
1220670,CMH,MSP,"Columbus, OH","Minneapolis, MN",1994-10-01,1994,10,John Glenn Columbus International Airport,39.998001,-82.891899,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
1589361,DTW,CVG,"Detroit, MI","Cincinnati, OH",1996-08-01,1996,8,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
2049719,SYR,PHL,"Syracuse, NY","Philadelphia, PA",2006-06-01,2006,6,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,Philadelphia International Airport,39.87189865112305,-75.24109649658203
3575215,SMF,UKI,"Sacramento, CA","Ukiah, CA",2007-06-01,2007,6,Sacramento International Airport,38.69540023803711,-121.59100341796876,Ukiah Municipal Airport,39.125999,-123.200996
