origin,destination,count
DFW_4,SFO_5,44005
ATL_4,EWR_5,54229
SFO_4,CLE_5,6434
IND_4,DFW_5,8714
ORD_4,TPA_5,22349
ORD_4,LGA_5,74951
CLE_4,BOS_5,12821
EWR_4,DCA_5,25309
IND_4,DTW_5,14306
TPA_4,EWR_5,23300
JFK_4,SFO_5,50680
EWR_4,CLT_5,21500
TPA_4,IND_5,5687
BOS_4,LAX_5,21656
SFO_4,BWI_5,152
JFK_4,CLE_5,8029
ORD_4,MSP_5,58225
SEA_4,IAD_5,4828
JFK_4,SLC_5,4668
JFK_4,BWI_5,3338
SEA_4,PHL_5,46
SFO_4,BOS_5,14052
IAH_4,MEM_5,2571
DCA_4,IND_5,8639
TPA_4,BWI_5,14325
IAH_4,MIA_5,19941
JFK_4,PIT_5,8808
DFW_4,BOS_5,28256
SEA_4,ORD_5,39136
TPA_4,DCA_5,14771
IAH_4,BOS_5,6756
BWI_4,PHX_5,9847
SEA_4,IAH_5,3455
BOS_4,MEM_5,5198
JFK_4,CVG_5,1601
ATL_4,IND_5,18415
DFW_4,IAH_5,63603
DCA_4,BWI_5,385
DCA_4,PHL_5,33
BWI_4,PIT_5,15803
IND_4,DCA_5,9491
SFO_4,IAH_5,18401
JFK_4,SEA_5,9171
JFK_4,CLT_5,2628
IAD_4,SFO_5,23104
DCA_4,IAH_5,14264
PHL_4,CLE_5,12475
BWI_4,TPA_5,11581
DTW_4,LGA_5,23284
TPA_4,IAH_5,9001
IAD_4,PHL_5,5018
JFK_4,TPA_5,12097
DFW_4,EWR_5,24459
IND_4,IAH_5,4318
TPA_4,CLE_5,7260
DCA_4,JFK_5,13171
BOS_4,MIA_5,22239
SLC_4,JFK_5,5919
DFW_4,TPA_5,26076
JFK_4,ATL_5,6564
SEA_4,PIT_5,7689
TPA_4,IAD_5,11787
DCA_4,ATL_5,56071
ORD_4,PHL_5,37597
IND_4,TPA_5,5138
DCA_4,MSP_5,18562
STL_4,SLC_5,7843
CLE_4,CLT_5,9609
IND_4,JFK_5,1824
ORD_4,PIT_5,27636
SFO_4,IND_5,2703
IAH_4,MCO_5,14669
DFW_4,CLE_5,7318
IAH_4,LAX_5,28450
BOS_4,DTW_5,21725
DFW_4,BWI_5,12105
ORD_4,SEA_5,42831
EWR_4,CLE_5,14738
DCA_4,ORD_5,51253
SFO_4,MIA_5,6156
DCA_4,BOS_5,59393
DTW_4,LAS_5,11341
IND_4,EWR_5,3364
DFW_4,DCA_5,28503
SEA_4,EWR_5,3117
JFK_4,BOS_5,15137
SFO_4,LAX_5,127409
PHL_4,ATL_5,43921
JFK_4,STL_5,7209
IAD_4,SLC_5,6175
SEA_4,PHX_5,12024
BOS_4,DCA_5,57653
IND_4,IAD_5,1610
ORD_4,LAX_5,79584
IAH_4,LGA_5,14971
BOS_4,IND_5,1
TPA_4,JFK_5,12558
DCA_4,CLE_5,14628
IAD_4,PIT_5,7732
DTW_4,DFW_5,22682
JFK_4,IAH_5,3767
IAH_4,PIT_5,7161
BOS_4,IAD_5,16832
SEA_4,LAX_5,44669
DCA_4,CVG_5,11842
IND_4,ATL_5,15360
DCA_4,DTW_5,19104
TPA_4,ATL_5,63215
DTW_4,IAH_5,5560
JFK_4,MIA_5,32158
ORD_4,SFO_5,60924
ORD_4,MEM_5,17769
SEA_4,MEM_5,3594
IAH_4,PHX_5,16166
JFK_4,IAD_5,1655
ATL_4,IAH_5,21998
SFO_4,EWR_5,19991
IAD_4,SEA_5,4022
SEA_4,JFK_5,8781
JFK_4,MSP_5,3707
JFK_4,IND_5,2118
DTW_4,LAX_5,15966
PHL_4,DFW_5,17920
DCA_4,STL_5,25683
JFK_4,LAX_5,85757
ATL_4,DCA_5,58142
DCA_4,DFW_5,31281
IAH_4,SFO_5,18325
DFW_4,DTW_5,22333
IAH_4,SLC_5,4376
SFO_4,DTW_5,15052
IAH_4,TPA_5,9536
JFK_4,MCO_5,17115
SFO_4,DFW_5,45061
IAH_4,SEA_5,4285
PHL_4,CLT_5,19756
IAH_4,CLE_5,8398
DCA_4,TPA_5,12088
IAH_4,STL_5,4749
BOS_4,MCO_5,24069
JFK_4,LAS_5,8916
SEA_4,LAS_5,7727
CLE_4,BWI_5,8269
SFO_4,IAD_5,23121
TPA_4,DFW_5,26262
IND_4,BOS_5,13
IND_4,CLE_5,7869
BOS_4,EWR_5,48678
IAH_4,PHL_5,11698
BOS_4,CVG_5,10729
STL_4,TPA_5,13253
JFK_4,DTW_5,8658
IND_4,CLT_5,6733
ORD_4,MCO_5,38169
SEA_4,MSP_5,21544
TPA_4,BOS_5,15669
JFK_4,PHX_5,14108
JFK_4,DFW_5,8149
SFO_4,MSP_5,21125
BOS_4,IAH_5,6117
DTW_4,IAD_5,8716
ATL_4,STL_5,31038
IND_4,CVG_5,6897
JFK_4,DCA_5,13830
PHL_4,DCA_5,65
IAH_4,MSP_5,5562
IAH_4,ORD_5,25858
SLC_4,MCO_5,5119
BOS_4,LGA_5,83635
SFO_4,CLT_5,8925
BWI_4,STL_5,9780
IAD_4,PHX_5,4049
JFK_4,ORD_5,9357
SFO_4,CVG_5,6151
ATL_4,DTW_5,42359
DTW_4,IND_5,16093
JFK_4,EWR_5,41
DCA_4,EWR_5,24658
DFW_4,ATL_5,59975
ORD_4,STL_5,51457
DCA_4,PIT_5,16715
EWR_4,CVG_5,11252
TPA_4,DTW_5,17575
IAH_4,BWI_5,3240
IND_4,BWI_5,2521
DCA_4,CLT_5,20495
SLC_4,LAX_5,23761
ORD_4,MIA_5,30511
DFW_4,IND_5,10346
JFK_4,PHL_5,5271
IAH_4,CLT_5,7415
LAS_4,ATL_5,8683
ORD_4,SLC_5,17822
IND_4,STL_5,21790
SEA_4,DFW_5,21926
ORD_4,LAS_5,39974
DTW_4,MCO_5,22034
IND_4,LAX_5,5884
PHL_4,CVG_5,12025
PHL_4,DTW_5,17132
SFO_4,ORD_5,62699
IND_4,ORD_5,22393
PHL_4,BWI_5,1539
IND_4,SFO_5,2699
SFO_4,LAS_5,16626
SEA_4,DTW_5,9526
TPA_4,ORD_5,25607
EWR_4,BWI_5,9637
LAS_4,CLE_5,5513
LAS_4,DTW_5,13011
SFO_4,JFK_5,54267
DTW_4,JFK_5,8176
CLE_4,ATL_5,19083
DTW_4,EWR_5,23024
IAH_4,JFK_5,3613
BOS_4,DFW_5,31952
CVG_4,STL_5,7044
IND_4,LGA_5,5829
PHL_4,BOS_5,42736
DCA_4,MEM_5,9584
DFW_4,CLT_5,14991
DCA_4,MIA_5,25564
SEA_4,SFO_5,45960
IND_4,MEM_5,7149
DFW_4,CVG_5,12353
SEA_4,CVG_5,2932
IND_4,PHL_5,6883
TPA_4,CVG_5,10044
IAH_4,ATL_5,22397
IAD_4,ORD_5,20915
SFO_4,ATL_5,31669
IND_4,PIT_5,10554
IAH_4,DFW_5,62085
STL_4,SFO_5,15747
CVG_4,TPA_5,9074
ATL_4,DFW_5,58216
IAH_4,DCA_5,16450
SFO_4,MEM_5,6218
LAS_4,DFW_5,51787
IAH_4,IND_5,4722
ATL_4,IAD_5,15717
DFW_4,IAD_5,18752
LAS_4,BWI_5,2140
ATL_4,BOS_5,54791
DFW_4,JFK_5,8902
SEA_4,STL_5,6431
SLC_4,LAS_5,20182
DCA_4,MCO_5,18646
BOS_4,JFK_5,15433
LAS_4,BOS_5,4020
IAD_4,TPA_5,10739
IND_4,MCO_5,5389
IAD_4,STL_5,4956
IAH_4,IAD_5,3124
IAH_4,LAS_5,8354
IND_4,LAS_5,3447
IND_4,MSP_5,5152
PHL_4,EWR_5,198
DTW_4,ATL_5,38713
IAH_4,EWR_5,20193
IAH_4,DTW_5,6028
TPA_4,CLT_5,20936
BOS_4,LAS_5,3849
IND_4,PHX_5,5359
ATL_4,SLC_5,22942
ORD_4,PHX_5,51796
SEA_4,SLC_5,13497
DCA_4,LGA_5,80931
DCA_5,PIT_6,18178
PHX_5,LAS_6,86934
DTW_5,MSP_6,32518
IAD_5,STL_6,6055
PHX_5,JFK_6,16036
IND_5,PHL_6,8449
MCO_5,IAD_6,13768
MEM_5,ORD_6,17392
PHX_5,LAX_6,105524
CLT_5,IAD_6,2745
SFO_5,CVG_6,6932
LGA_5,CLE_6,16929
LGA_5,CLT_6,22977
DCA_5,EWR_6,25844
IND_5,CLT_6,7883
LGA_5,DTW_6,27196
MEM_5,PHL_6,6150
PHL_5,CVG_6,12527
JFK_5,DFW_6,9137
SEA_5,MSP_6,26089
DTW_5,CLE_6,9250
TPA_5,MCO_6,8183
EWR_5,IND_6,3630
CVG_5,CLT_6,3349
PIT_5,IND_6,12224
SEA_5,STL_6,7451
CVG_5,DFW_6,13467
DTW_5,IND_6,16992
STL_5,DCA_6,27408
PHL_5,JFK_6,8166
CLE_5,LAS_6,4439
MEM_5,MIA_6,4713
PHX_5,SLC_6,16392
SLC_5,BOS_6,6952
PIT_5,IAH_6,7717
IAD_5,DFW_6,18207
MSP_5,ORD_6,58958
MEM_5,MSP_6,20352
IND_5,MCO_6,6348
SFO_5,CLT_6,8348
MSP_5,SFO_6,20953
TPA_5,BOS_6,11588
STL_5,MCO_6,15580
CVG_5,DCA_6,14500
BOS_5,LGA_6,84618
SEA_5,SLC_6,14370
MCO_5,MIA_6,31325
EWR_5,PHX_6,7554
MCO_5,EWR_6,37880
IND_5,CLE_6,10204
ORD_5,MIA_6,25019
LGA_5,DFW_6,46996
EWR_5,DTW_6,24918
MEM_5,MCO_6,10975
CLT_5,PHX_6,5459
LGA_5,CVG_6,14199
IAH_5,BWI_6,3267
CLT_5,MSP_6,4154
STL_5,DFW_6,25094
BOS_5,STL_6,17442
CLE_5,IAH_6,9720
IND_5,BWI_6,3959
EWR_5,CVG_6,12032
ORD_5,CLT_6,20184
PIT_5,IAD_6,6225
BWI_5,EWR_6,9094
JFK_5,DTW_6,9662
DCA_5,MEM_6,11860
SLC_5,LAX_6,22432
ORD_5,CLE_6,31819
PHL_5,MEM_6,5714
CLT_5,EWR_6,21354
LGA_5,DCA_6,82270
PIT_5,BOS_6,15451
ATL_5,CVG_6,18647
MCO_5,MEM_6,11222
TPA_5,CLT_6,17362
BOS_5,MCO_6,20459
BWI_5,CLT_6,14105
MSP_5,SLC_6,11893
CLT_5,ORD_6,20108
IAH_5,STL_6,5263
CLE_5,ATL_6,17095
CLT_5,DCA_6,19708
LAX_5,STL_6,21770
DTW_5,SEA_6,13206
DTW_5,CVG_6,12597
PHX_5,IAH_6,15424
IAD_5,DTW_6,10380
JFK_5,LAS_6,8846
DFW_5,MSP_6,17226
LAX_5,TPA_6,6305
MEM_5,STL_6,6868
ATL_5,DCA_6,52753
STL_5,IND_6,22156
BOS_5,SLC_6,5867
PHL_5,CLT_6,18611
ORD_5,CVG_6,23270
SFO_5,DCA_6,130
MCO_5,LAX_6,11303
SLC_5,IAD_6,5610
SFO_5,DFW_6,48054
LAX_5,SLC_6,22644
MCO_5,JFK_6,18521
STL_5,CVG_6,7243
CLE_5,DTW_6,10860
MIA_5,ATL_6,60276
IAD_5,EWR_6,10065
JFK_5,LAX_6,91548
LAX_5,SEA_6,54685
DCA_5,STL_6,26868
TPA_5,MEM_6,7144
DFW_5,DTW_6,22138
BOS_5,JFK_6,17303
IAD_5,ATL_6,14591
DCA_5,DFW_6,33613
LAX_5,SFO_6,131853
CLT_5,CVG_6,3344
IND_5,MSP_6,6908
IAH_5,SLC_6,4276
PHX_5,IAD_6,3195
BWI_5,ORD_6,29749
PIT_5,LAX_6,15554
DCA_5,MCO_6,15317
CLT_5,PHL_6,20928
CLE_5,BWI_6,9414
MEM_5,TPA_6,6244
CLT_5,DTW_6,8613
STL_5,MEM_6,6353
MEM_5,SFO_6,7613
STL_5,IAH_6,4737
ATL_5,CLT_6,31988
PHX_5,IND_6,5818
MEM_5,PHX_6,3028
PIT_5,JFK_6,9851
JFK_5,IAD_6,1673
MCO_5,IAH_6,16150
SEA_5,MEM_6,5856
SLC_5,SEA_6,17224
CVG_5,DTW_6,13105
MCO_5,DTW_6,19114
ATL_5,ORD_6,65181
TPA_5,DFW_6,26036
ATL_5,IAH_6,23365
IND_5,MEM_6,6919
PHX_5,STL_6,17239
LGA_5,BWI_6,9757
SLC_5,ORD_6,18821
IAD_5,TPA_6,6391
IAD_5,SEA_6,4728
DTW_5,JFK_6,9776
EWR_5,PHL_6,146
DFW_5,MCO_6,37299
LGA_5,BOS_6,85980
JFK_5,IND_6,2592
ORD_5,MEM_6,16587
MEM_5,PIT_6,4004
MCO_5,LGA_6,33819
SFO_5,STL_6,16065
IAH_5,TPA_6,8953
CVG_5,EWR_6,13831
BWI_5,IAD_6,292
MEM_5,SEA_6,5131
JFK_5,IAH_6,3533
MCO_5,IND_6,6236
SEA_5,LAX_6,50765
LGA_5,ATL_6,60545
BOS_5,IAD_6,14859
IND_5,ORD_6,25996
PIT_5,LAS_6,6848
IND_5,ATL_6,16247
SFO_5,MEM_6,6982
DFW_5,SLC_6,23396
DCA_5,DTW_6,22139
CLT_5,DFW_6,14539
ORD_5,SFO_6,74071
ATL_5,LGA_6,60560
MSP_5,STL_6,15048
PIT_5,ATL_6,25091
DTW_5,DFW_6,23246
PHL_5,LGA_6,1753
EWR_5,TPA_6,17014
ATL_5,MIA_6,56866
MEM_5,LGA_6,9598
DTW_5,ATL_6,32877
STL_5,LAX_6,23600
SFO_5,ATL_6,33503
IAD_5,CLT_6,2520
MEM_5,CVG_6,3954
CLE_5,IAD_6,3459
PIT_5,CLT_6,14924
JFK_5,BOS_6,15992
IND_5,EWR_6,3579
BWI_5,DFW_6,14734
MEM_5,CLT_6,5272
MCO_5,CLT_6,21476
ATL_5,SLC_6,23695
LGA_5,PIT_6,20535
BOS_5,DCA_6,53545
EWR_5,SFO_6,22666
PIT_5,DCA_6,16441
MCO_5,SLC_6,5913
SEA_5,PHX_6,11523
DTW_5,PHL_6,19153
BWI_5,MSP_6,4694
CLT_5,LAX_6,10984
CLT_5,TPA_6,15869
STL_5,JFK_6,11638
MSP_5,PIT_6,9609
BWI_5,ATL_6,23769
BOS_5,BWI_6,18537
LGA_5,MSP_6,19481
ATL_5,MEM_6,26785
ORD_5,SEA_6,51347
CLE_5,JFK_6,9815
PIT_5,DFW_6,14904
JFK_5,BWI_6,3336
IND_5,PIT_6,11044
PIT_5,CLE_6,10095
SEA_5,PHL_6,233
LGA_5,ORD_6,84400
SFO_5,BOS_6,15577
IND_5,IAD_6,2064
CLT_5,MEM_6,5703
TPA_5,PIT_6,13231
TPA_5,CVG_6,8787
DCA_5,IND_6,9683
MEM_5,DFW_6,20489
EWR_5,STL_6,13612
CVG_5,ATL_6,17058
EWR_5,IAD_6,9564
PHX_5,ORD_6,48466
DCA_5,ORD_6,55251
MEM_5,DCA_6,10877
DTW_5,LAS_6,11468
TPA_5,PHL_6,16510
ORD_5,MSP_6,61335
SLC_5,IAH_6,3814
IAD_5,CLE_6,3541
STL_5,LAS_6,13126
SEA_5,PIT_6,8749
STL_5,IAD_6,6301
DCA_5,MSP_6,21368
ORD_5,ATL_6,63097
CLT_5,LGA_6,21997
IAD_5,BWI_6,141
IND_5,TPA_6,3092
MCO_5,ATL_6,75205
BWI_5,DCA_6,435
SFO_5,SLC_6,14248
BOS_5,IND_6,14
DFW_5,EWR_6,25108
PHL_5,MCO_6,27711
ORD_5,PHL_6,42384
MCO_5,TPA_6,5892
MCO_5,BOS_6,21736
PHX_5,PIT_6,9450
ORD_5,PIT_6,29346
EWR_5,IAH_6,19185
IND_5,JFK_6,2624
MCO_5,STL_6,15954
MCO_5,BWI_6,20953
DFW_5,ORD_6,57739
IND_5,LAS_6,5964
CLT_5,SFO_6,7816
BWI_5,BOS_6,18549
IND_5,SFO_6,5003
JFK_5,ATL_6,6906
LGA_5,STL_6,21708
SLC_5,JFK_6,5750
STL_5,EWR_6,14721
PHX_5,SEA_6,10570
MSP_5,TPA_6,6619
IAD_5,SLC_6,6410
MCO_5,CLE_6,9796
MSP_5,SEA_6,26077
CLT_5,MCO_6,20252
ATL_5,BWI_6,25420
IND_5,IAH_6,4787
PHX_5,PHL_6,5658
LGA_5,TPA_6,15344
ATL_5,SEA_6,19993
PIT_5,CVG_6,15069
DCA_5,JFK_6,16394
MEM_5,BOS_6,7993
BOS_5,LAS_6,3645
MEM_5,ATL_6,27852
CLT_5,STL_6,8607
DFW_5,TPA_6,26599
TPA_5,ORD_6,17628
DFW_5,MIA_6,31387
DCA_5,LGA_6,82996
SLC_5,ATL_6,17736
ORD_5,BOS_6,57620
MEM_5,LAS_6,3198
MCO_5,MSP_6,10414
TPA_5,DCA_6,10059
SLC_5,PHX_6,14557
SEA_5,ORD_6,45272
MCO_5,DFW_6,39570
MEM_5,JFK_6,41
BWI_5,TPA_6,8861
LGA_5,IAH_6,15122
ORD_5,PHX_6,47512
MEM_5,IND_6,6944
BOS_5,CLE_6,13174
JFK_5,CVG_6,1741
DTW_5,EWR_6,25810
DFW_5,MEM_6,21088
MCO_5,ORD_6,35452
DCA_5,PHL_6,272
BWI_5,CLE_6,9951
IND_5,LAX_6,6195
LGA_5,IND_6,5755
STL_5,DTW_6,24308
MCO_5,DCA_6,14206
CLE_5,BOS_6,13466
DCA_5,IAD_6,118
IND_5,LGA_6,5899
STL_5,LGA_6,21320
BWI_5,CVG_6,3917
BWI_5,PIT_6,16163
ATL_5,STL_6,32786
LGA_5,EWR_6,96
PIT_5,BWI_6,17123
IAH_5,BOS_6,7224
BOS_5,TPA_6,8280
MSP_5,PHL_6,10695
MEM_5,LAX_6,11317
JFK_5,DCA_6,14939
LGA_5,IAD_6,12418
IND_5,CVG_6,8949
TPA_5,CLE_6,4545
CLT_5,PIT_6,14416
CLE_5,EWR_6,16382
DFW_5,PHL_6,18337
PHL_5,LAX_6,12096
CLT_5,IAH_6,7706
DTW_5,BOS_6,27013
BWI_5,DTW_6,14201
CVG_5,CLE_6,6261
DFW_5,IAH_6,63854
IND_5,PHX_6,5229
BOS_5,IAH_6,7278
PHL_5,LAS_6,2810
IND_5,STL_6,23357
MCO_5,PIT_6,17943
IND_5,DCA_6,10904
PHX_5,MEM_6,3805
DTW_5,PHX_6,13423
MEM_5,EWR_6,4245
CLT_5,SEA_6,1770
LGA_5,MEM_6,9983
IND_5,DTW_6,17416
DCA_5,MIA_6,22357
BWI_5,MIA_6,8263
MCO_5,PHL_6,28470
BOS_5,LAX_6,21915
SFO_5,SEA_6,48857
MEM_5,DTW_6,14547
TPA_5,IND_6,3528
STL_5,MIA_6,10817
CVG_5,BOS_6,11336
SEA_5,SFO_6,47121
ATL_5,EWR_6,43081
CLT_5,JFK_6,2586
PIT_5,DTW_6,15138
JFK_5,CLE_6,9026
LGA_5,MIA_6,45660
ATL_5,MSP_6,12794
DFW_5,IAD_6,18871
EWR_5,SEA_6,3756
SFO_5,BWI_6,39
IAH_5,ATL_6,23938
PHX_5,MSP_6,17607
DTW_5,PIT_6,15149
MEM_5,IAH_6,2827
CVG_5,BWI_6,4738
JFK_5,CLT_6,1822
IAD_5,BOS_6,17472
ATL_5,IAD_6,15108
TPA_5,LGA_6,16642
DCA_5,IAH_6,17047
PHX_5,SFO_6,32986
CLE_5,IND_6,10362
LGA_5,JFK_6,129
SFO_5,CLE_6,7860
PIT_5,EWR_6,20354
IAD_5,SFO_6,25724
EWR_5,PIT_6,19794
MSP_5,PHX_6,16041
CLT_5,MIA_6,14582
LGA_5,MCO_6,34319
MEM_5,IAD_6,88
MCO_5,CVG_6,10434
TPA_5,BWI_6,9548
ATL_5,MCO_6,77790
IND_5,DFW_6,10806
CLT_5,IND_6,7804
ORD_5,BWI_6,30415
DTW_5,ORD_6,62385
DTW_5,MCO_6,17735
MSP_5,MIA_6,5555
TPA_5,EWR_6,19239
DCA_5,BOS_6,56219
LAX_5,ATL_6,50807
MIA_5,PIT_6,6222
PIT_5,SEA_6,9362
BWI_5,LAS_6,1798
ATL_5,LAS_6,6970
STL_5,BOS_6,17775
DFW_5,BWI_6,13784
BOS_5,PHX_6,3258
MIA_5,PHL_6,16576
IAH_5,MCO_6,16228
CVG_5,MSP_6,9351
ORD_5,LAX_6,82339
MSP_5,LAX_6,27467
JFK_5,SLC_6,5322
SEA_5,IAD_6,5120
LAX_5,BOS_6,24032
MIA_5,ORD_6,27323
BOS_5,DTW_6,26030
TPA_5,MIA_6,27982
TPA_5,LAX_6,6119
TPA_5,IAH_6,9274
LAX_5,BWI_6,9255
MIA_5,MSP_6,5649
ORD_5,TPA_6,15929
ORD_5,SLC_6,18548
PHX_5,BOS_6,4088
ATL_5,PHX_6,12112
CLE_5,DCA_6,17264
SEA_5,EWR_6,3209
PHL_5,ORD_6,41708
PHX_5,ATL_6,13646
LAS_5,SFO_6,22422
CLE_5,PHX_6,3379
BOS_5,PHL_6,37606
DFW_5,CLE_6,12854
JFK_5,TPA_6,9034
IAD_5,PHL_6,5063
PHL_5,IAD_6,3950
DFW_5,DCA_6,30860
STL_5,PHX_6,20287
DTW_5,LGA_6,26056
MSP_5,LAS_6,16611
LAS_5,SLC_6,18611
IAH_5,LAX_6,29563
EWR_5,MCO_6,38671
PIT_5,SFO_6,15117
PHL_5,ATL_6,41308
ORD_5,IAD_6,23910
CLE_5,PIT_6,11652
SLC_5,DFW_6,21852
CVG_5,ORD_6,23677
JFK_5,STL_6,9526
IAD_5,LGA_6,13329
SFO_5,LAX_6,133148
LAS_5,STL_6,13589
IAH_5,LGA_6,15481
CLE_5,SFO_6,6736
BOS_5,CLT_6,16810
JFK_5,SFO_6,58360
CVG_5,MIA_6,4932
PHL_5,CLE_6,13171
CLE_5,STL_6,7559
LAX_5,DCA_6,48
SEA_5,IAH_6,3996
DFW_5,LAX_6,72514
BWI_5,JFK_6,3912
LAX_5,DFW_6,66643
DFW_5,BOS_6,27117
JFK_5,PIT_6,9226
MIA_5,LAX_6,29639
TPA_5,JFK_6,10208
LAX_5,DTW_6,19420
SLC_5,SFO_6,14734
SFO_5,IAD_6,24411
DTW_5,MEM_6,14532
DCA_5,CLE_6,16629
BOS_5,PIT_6,16091
MIA_5,JFK_6,37301
IAH_5,MSP_6,5165
CVG_5,MCO_6,11039
PHX_5,CLT_6,6000
MIA_5,IND_6,135
ORD_5,DTW_6,65346
BWI_5,PHX_6,10140
DFW_5,PIT_6,14752
LAX_5,EWR_6,34586
STL_5,CLE_6,7427
DCA_5,BWI_6,656
BOS_5,MIA_6,15807
CVG_5,MEM_6,3478
PHL_5,IAH_6,10899
PHX_5,BWI_6,10466
EWR_5,DCA_6,26432
TPA_5,STL_6,13020
LAX_5,CLE_6,11820
ATL_5,TPA_6,51221
MIA_5,MEM_6,4906
ORD_5,LGA_6,81123
IAH_5,MEM_6,2852
EWR_5,MEM_6,4067
LAX_5,CLT_6,11751
STL_5,BWI_6,10826
ORD_5,EWR_6,61645
PIT_5,PHX_6,9712
ATL_5,IND_6,16949
SFO_5,IAH_6,20721
IAD_5,LAX_6,34137
LAX_5,CVG_6,12656
IAH_5,MIA_6,22319
MIA_5,MCO_6,29589
JFK_5,SEA_6,10945
PHX_5,CLE_6,3913
CLE_5,LGA_6,17183
PIT_5,PHL_6,28401
MIA_5,LGA_6,46837
STL_5,PHL_6,14512
BOS_5,MEM_6,5821
DTW_5,IAD_6,8845
DTW_5,BWI_6,13576
SFO_5,MSP_6,23456
IAD_5,MCO_6,13241
CVG_5,PHL_6,13113
ORD_5,LAS_6,39952
CLE_5,CVG_6,7133
ATL_5,DFW_6,60021
LAS_5,IND_6,5575
SLC_5,STL_6,8903
BOS_5,DFW_6,32183
MSP_5,IND_6,7813
PHL_5,EWR_6,1865
SEA_5,DFW_6,23868
LAS_5,JFK_6,9908
MSP_5,DFW_6,17045
IAH_5,EWR_6,20724
PHL_5,PIT_6,30225
BOS_5,ORD_6,56912
LAS_5,LAX_6,63184
MSP_5,DCA_6,20546
EWR_5,LAX_6,30064
EWR_5,CLE_6,17459
CLE_5,MSP_6,9931
DTW_5,TPA_6,12520
IAH_5,IAD_6,3492
CVG_5,SEA_6,3295
MSP_5,CVG_6,7683
IAD_5,MIA_6,5716
LAS_5,CLE_6,4346
ATL_5,BOS_6,51437
BWI_5,LGA_6,10500
STL_5,SFO_6,18156
CLE_5,MIA_6,3696
ATL_5,JFK_6,7149
MSP_5,IAD_6,3531
CVG_5,SLC_6,14947
SEA_5,CVG_6,3205
IAH_5,DTW_6,5551
BOS_5,MSP_6,23461
PHL_5,PHX_6,4903
LAS_5,EWR_6,7212
MSP_5,IAH_6,4782
ATL_5,PIT_6,26330
PHL_5,BOS_6,38595
ORD_5,JFK_6,14424
LAS_5,DTW_6,13150
LAS_5,IAH_6,9322
SFO_5,LAS_6,22886
MSP_5,EWR_6,12518
LAS_5,DFW_6,52063
EWR_5,LAS_6,7066
STL_5,SEA_6,7684
MSP_5,DTW_6,32335
EWR_5,DFW_6,25295
DFW_5,CVG_6,12370
SEA_5,CLT_6,1682
IAH_5,DFW_6,63167
CVG_5,SFO_6,4748
DFW_5,JFK_6,10964
IAD_5,MSP_6,3425
CVG_5,STL_6,7756
PHL_5,SFO_6,5979
SLC_5,MSP_6,10969
SFO_5,ORD_6,67765
PHL_5,DTW_6,19178
PHL_5,BWI_6,1329
STL_5,PIT_6,12084
SEA_5,DTW_6,11649
BWI_5,PHL_6,1786
PIT_5,TPA_6,10962
IAH_5,LAS_6,8776
DTW_5,DCA_6,22133
CLE_5,PHL_6,14271
LAS_5,ATL_6,8147
LAS_5,PHX_6,82197
SLC_5,LAS_6,18211
PHL_5,TPA_6,15184
MSP_5,JFK_6,3854
CLE_5,CLT_6,8090
LAS_5,PIT_6,6850
MSP_5,ATL_6,13140
SFO_5,IND_6,4167
PIT_5,STL_6,11598
STL_5,SLC_6,8509
EWR_5,LGA_6,482
DTW_5,STL_6,23679
LAS_5,SEA_6,7645
MIA_5,TPA_6,26318
ORD_5,IAH_6,26075
EWR_5,BWI_6,8947
TPA_5,IAD_6,7250
DCA_5,ATL_6,53749
MSP_5,BOS_6,21374
MIA_5,STL_6,10240
LAS_5,BOS_6,3994
TPA_5,MSP_6,7664
LAS_5,MEM_6,3219
BWI_5,MCO_6,20188
MSP_5,CLT_6,4039
SFO_5,PHL_6,6261
LAS_5,BWI_6,2159
LAS_5,MSP_6,16460
PHL_5,STL_6,14780
MSP_5,CLE_6,10480
DFW_5,CLT_6,15117
STL_5,ATL_6,32166
CVG_5,PIT_6,14111
IAD_5,ORD_6,21742
CLE_5,MCO_6,8741
IAH_5,DCA_6,17804
CVG_5,TPA_6,7071
DFW_5,LAS_6,50409
LAS_5,ORD_6,45323
CLE_5,ORD_6,32755
IAH_5,IND_6,4979
SEA_5,ATL_6,23473
BWI_5,LAX_6,9491
LAS_5,PHL_6,3358
SFO_5,JFK_6,64040
ORD_5,IND_6,25576
MSP_5,BWI_6,3971
DFW_5,SEA_6,29756
IAH_5,JFK_6,4055
CVG_5,PHX_6,6448
DFW_5,STL_6,24888
DTW_5,CLT_6,7472
PIT_5,MEM_6,3660
TPA_5,DTW_6,13903
DCA_5,TPA_6,9850
JFK_5,MCO_6,16896
BOS_5,SFO_6,14850
DCA_5,CLT_6,19103
SFO_5,EWR_6,24033
IAH_5,SEA_6,4450
JFK_5,MSP_6,4064
IAD_5,PHX_6,2469
SEA_5,IND_6,129
CLT_5,CLE_6,9729
ATL_5,SFO_6,30597
CLT_5,BOS_6,18007
LAX_5,MCO_6,12488
MSP_5,LGA_6,18681
EWR_5,JFK_6,502
CVG_5,IND_6,8342
SEA_5,LAS_6,7904
PIT_5,MCO_6,17699
PHL_5,IND_6,8245
IAD_5,JFK_6,4025
CLT_5,BWI_6,13336
MIA_5,IAD_6,6564
PHX_5,CVG_6,4009
EWR_5,MIA_6,22627
EWR_5,CLT_6,19716
